Comment Date,Comment,Published To
11/20/2017,The food never disappoints!  We live the relaxed atmosphere. Our servers are consistently friendly and attentive!,None
11/20/2017,Chris is an amazing server!!!!!!!!!!,None
11/19/2017,Happy hour!,None
11/19/2017,"The food was excellent and service was friendly and prompt. The only thing wrong was my blacksmith beer was not properly poured. Being an Irish pub, kinda thought it should be properly poured with a clear distinction between layers. Brought it to the server's attention and my Black and Tan I ordered next was well layered. :)",None
11/19/2017,I love your cottage pie and the bacon wrapped chicken breasts was also very good and we also love Happy hour!!,None
11/18/2017,"My husband & I moved to Senoia in May but didn't stumble across this place till one night in July while looking for a new place for our date night. We have been in love with it ever since. The food is amazing, my husband always gets the fish & chips along with a different kind of IPA beer each time. While I'm not a beer person I rather have sweet drinks. I would always get your green cocktail (2-3 of them) along with the chicken Alfredo adding mushrooms. However this past Friday I tried a new drink, it was a Sangria. I loved it!!! So far no matter what IPA my husband gets or what drink I get (the green drink or sangria) they always go great with the mussels! Which are amazing as well. We have also tried the sausage bangers before & they where good but the mussels are our favorite so far. While we are sure our kids would love the pub as much as we do we selfishly have kept the pub our little secret for now. The only thing I would change is making it mandatory not to remove the green drink or sangria from the menu.",None
11/18/2017,"The quality and preparation of the food was very good. Also, the service was pleasant and enjoyable.",None
11/17/2017,"Met Mgr. Jean - had a wonderful conversation during which I said my meat loaf meal was very salty.  She later came back to the table and told me she tasted the meat and confirmed I was right.  
Her efforts were appreciated and we will be back",None
11/17/2017,Our server Chris was awesome!  He enhanced our dining experience. Fiesta Corn Chowder was excellent!  Perhaps you can add it to your menu as a regular item.,None
11/16/2017,"I had several visitors from my Corporate Headquarters in town and suggested we come to my hometown Pub. They were not disappointed!!! Alex and Jose made them feel right at home, and I was proud to show off the pub!!! Everyone of my guests were very impressed with the food, drinks and atmosphere. And to top it all off we won 2nd place in the Trivia game!!",None
11/16/2017,The service is always excellent and everyone is very pleasant.  Food is always excellent.,None
11/14/2017,"Great food, interior design and help. Jose was thoughtful and anticipated our needs. Thanks all.",None
11/14/2017,I love your fish & chips.  My two friends enjoyed your traditional Irish food and said it was delicious.,None
11/14/2017,Great food and service as usual.,None
11/12/2017,"Food came out a little slow but over all a great server, a warm friendly place to enjoy good friends and  good food.",None
11/12/2017,Excellent staff and service.  It was a busy night but it would be nice if our servers came around a little quicker to check on us.  Thank you for asking.,None
11/11/2017,Great service and food as always,None
11/11/2017,The staff is always great. We have lived here for 6 yrs and have come pretty regularly.  We live the trivia.,None
11/10/2017,Top notch staff and service,None
11/09/2017,As always our little group had a super time and we'll be back!!!,None
11/09/2017,Increase variety of menu items,None
11/09/2017,Salmon crocets were terrible. Helpful staff fixed it,None
11/08/2017,Blake is amazing!  She has been our waitress for Trivia night since the beginning and we are so happy to have her!,None
11/08/2017,Cobb salad was tasty and service was divine!,None
11/07/2017,This restaurant is absolute perfection.,None
11/07/2017,"As usual, there isn't anything that I can think of that you could improve.  You are the best.",None
11/06/2017,Always have your scotch eggs and fish tacos! Please bring Mercer Apple cider back ??,None
11/06/2017,My wife loves the corned beef and cabbage.  She can't resist ordering it when we're there.,None
11/06/2017,Food was fast,None
11/06/2017,Staff are always friendly and willing to make your visit a pleasant one.,None
11/06/2017,the pub tends to be out of soft pretzels on Sunday evenings (pretty consistently) and they're one of our favorite menu items so we're always disappointed when we go.,None
11/06/2017,"Great service.  Server very attentive and polite.
Fish a little undercooked.",None
11/06/2017,The staff is awesome,None
11/06/2017,"like the atmosphere of the place. the food has always been good
the staff always friendly, only thing is need to put more white wine on the list of wines.  sweet wines.  can't handle the dry  white that you offer.  could add a little extra more entrees other than what  you have now.. love the fish and chip!",None
11/06/2017,"Our waiter was great, very personable.",None
11/06/2017,"We always enjoy eating at the pub. The food and service is always excellent.
This was our first time eating at the crosstown grill and the food was excellent but the service could have been a little better. We will return again.",None
11/05/2017,"The service was good, food was good.  Food was served in a timely manner.  We were able to make reservations.",None
11/05/2017,We were quite pleased that the hostess took our drinks order while the wait staff was coming in and getting ready.  We were somewhat early for the main dining room.,None
11/03/2017,Love the staff,None
11/02/2017,Friendly staff...good food!,None
11/02/2017,"Friendly staff, great food, reasonable prices.",None
11/02/2017,I like the food and atmosphere but the service is slow and terrible. Food portions are small too.,None
11/01/2017,Quality of the food,None
11/01/2017,"We're locals! So we enjoy the food, atmosphere, bartenders and the friendships we've made over the years. Management (Frank & Wendy) listen to the customers. And it's always an enjoyable and fun experience. Go Maguires!  The Feltmans (Randy & Gail).",None
11/01/2017,Staff is always friendly and I LOVE the Donut Burger!,None
